,neg,neu,pos,compound
txtdrjkt lost to hit scbd citayam fashion week,0.247,0.753,0.0,-0.3182
Why did the interview with the head of the Citayam village then invite Citayam Fashion Week SCBD?,0.0,0.909,0.091,0.1531
"Jakarta Deputy Governor Ahmad Riza Patria is active in the youth of the SCBD area, Citayem fashion week content, the dangers of people, Citayemfashionweek, Arizapatria httpstcotknwdfboz",0.107,0.803,0.09,-0.128
kak seto kak kresno jenita janet citayem fashion week scbd httpstconlmplqhyeq,0.0,1.0,0.0,0.0
know sudirman central business district scbd office area majestic buildings strong self know scbd location citayam fashion week viral httpstcodvpdlghk,0.0,0.852,0.148,0.5106
citayam fashion week scbd https coquix,0.0,1.0,0.0,0.0
tomorrow barbarian porridge will take part in scbd fashion week httpstcozjykiofzrd,0.0,1.0,0.0,0.0
order find solution scbd citayamfashionweek httpstcocpcmaripy,0.0,0.685,0.315,0.3182
"rt tvonenews president jokowi speaks out on the phenomenon of teenagers, eccentric fashion teenagers gather at mrt hamlet station at",0.0,1.0,0.0,0.0
"President Joko Widodo speaks about the phenomenon of teenagers, eccentric fashion teenagers gather at the mrt station, Dukuh Jakarta, nicknamed scbd teenagers, see the full news httpstcopskhfrib newsone cariberitaditvone jokowi citayamfashionweek httpstcowidlxxg",0.0,1.0,0.0,0.0
"santorini compiles a list of pdki scbd activities with the Citayam fashion week, ex now, just set the gathering area for saturdays and sundays more, they invite discussions about periodic fashion",0.0,0.939,0.061,0.2212
"watching the excitement of the scbd children, what do you think if the content of Citayam fashion week haradukuh is subject to royalties for the term diction, it's really solid, really intellectually rich, eh, tl, this is surem httpstcorjdwsmsfxj",0.0,0.746,0.254,0.8985
"If I were a freshman, I would just tell the Bogor people, Depok, if they said they were Citayam people, they were told to do fashion week scbd",0.0,1.0,0.0,0.0
I'm annoying scbd fashion week because the domination is already an artist,0.281,0.719,0.0,-0.4404
"send shopeepaythr pick up httpstcodlyyxvja tag citayam fashion week nik vini bonge jeje sudirman scbd sudirman ex-depok city, social and social artist hanging out on vacation, fun hits style, eating bogor tangerang jaksel jaktim jakpus httpstcoackphbncb",0.0,0.914,0.086,0.5106
"the cbd virus eats the victim's mother, the mother of karawang joins her mother after the morning exercise in july cfd galuh mas, the former scbd fashion week in karawang, west java, it's really fun, your mother, bro httpstcomqclutdwz",0.0,0.914,0.086,0.5563
fashion week week with cheating on sha official merch scbd sudirman south jakarta httpstcongiyckxin,0.217,0.783,0.0,-0.5574
"Citayam fashion week scbd doesn't interfere with traffic, okay?",0.0,0.808,0.192,0.2263
"Assumco refused, he came up with the idea of ​​Citayam Fashion Week SCBD",0.155,0.845,0.0,-0.296
"Deputy Governor of DKI Jakarta, Ahmad Riza Patria, weighs the mass swab test, the impact of crowds of youth, SCBD, holds Citayam Fashion Week in the Hamlet MRT Station area httpstcodeiyxbmqs",0.0,1.0,0.0,0.0
"Jokowi's president, Widodo, responds to the Citayam Fashion Week, the creativity of young people, supports the violation of the red-white regulations.",0.122,0.684,0.194,0.2263
"Assumco, hello dki jakarta, anies baswedan, please brand citayam fashion week remove the savage capitalist cycle, you know the scbd phenomenon, the creative ideas of young people in jakarta become personal property rights",0.079,0.785,0.136,0.296
"scbd citayem fashion week an event for the lgbt there who are really educating the right moment until it's wrong, everyone there is wearing strange clothes.",0.17,0.83,0.0,-0.5994
"My friends, my Madurai, are doing well, God, who discussed far from scbd citayem fashion week jeje bonge httpstcordykfgygvd",0.0,0.687,0.313,0.743
"DKI Jakarta Provincial Government plans to move Citayam Fashion Week to the SCBD area, location httpstcobfwvknjxyw",0.0,1.0,0.0,0.0
"It's not salty, it's original, it's the location of Citayam Fashion Week, Scbd, please don't smack the intervention, the kids are fun to go there, playing and watching the glittering city of Jakarta, good public transportation",0.045,0.717,0.238,0.8094
"Watch me, during the caelah era, the bonge dates, Roy Jeje et al., scbd, suddenly Ale, who incidentally is a freelance model, on zebra crossing, pan, rame, Citayam, fashion week, httpstcoujpscisdtk",0.0,0.929,0.071,0.296
"the kemayu man who is actually happening, already knows that scbd is the social media content of the governor of DKI",0.0,1.0,0.0,0.0
alun-alun cilacap fashion week acfw car free day cfd alun-alun cilacap july week at wib alun-aluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionary scbdancecompany,0.0,0.891,0.109,0.5106
aniesbaswedan streetstyle ala fashion citayam says eccentric citayamfashion show httpstcohmnmjtotyi,0.0,1.0,0.0,0.0
the mining area uses free outfits for gin fashion week scbd or not httpstcowyayrgigf,0.0,0.798,0.202,0.5106
introverts like me are dizzy when it comes to citayem fashion week scbd hahahahaha httpstconctzugxos,0.109,0.747,0.144,0.1531
the phenomenon of scbd amp citayam fashion week cool delicious organic but this katro httpstcoxmjonhdi,0.0,0.765,0.235,0.4588
download fashion week scbd proof of sad moral style,0.279,0.721,0.0,-0.4767
president jokowi fully supports scbd fashion week httpstcoeizjfrvd,0.0,0.715,0.285,0.4201
join scbd fashion week but the outfit is just a robe,0.0,0.849,0.151,0.1531
"scbd fashion week open eyes and ears for wisdom regent mayor governor president pay attention to providing as many social facilities as possible not malls, urban forest, field",0.045,0.844,0.11,0.4588
Deputy Governor of DKI Jakarta thinks the option is to find a location for the Jalan Citayam Fashion Week Hamlet fashion show httpstcomkewvpau,0.0,1.0,0.0,0.0
alunalun cilacap fashion week acfw car free day cfd alunalun cilacap sunday july at local time alunaluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionary escbdancesnko httpstcolancesnko,0.0,0.898,0.102,0.5106
vice governor of dki about alternative fashion week for children scbd location httpstcopkxaoxmdbm,0.0,1.0,0.0,0.0
"the peak of fashion week, the traffic jam, moved to scbd, Puncak, Bogor, Rindualam, bogorroadbike, bogorcycling, cycling, httpstcortujuqucbl",0.0,1.0,0.0,0.0
"rt detikcom sells coffee around, knows starling toriman, admits that there is a lot of rp thousand on the day",0.0,0.891,0.109,0.296
"Disrupting the order of the Deputy Governor of DKI Jakarta, Ahmad Riza Patria, considers moving locations, active Citayam Fashion Week, teenagers, Sudirman, Citayam, Bogor, Depok, SCBD, mrt station area, Dukuh, Central Jakarta, httpstcohkfecpbo",0.0,0.922,0.078,0.4019
"Citayam fashion week isn't fun, if people with money join the anchor, it's already good to play in the Senopati area and join scbd",0.086,0.605,0.309,0.7182
president joko widodo fully supports citayam fashion week scbd jokowi joko widodo scbd citayamfashionweek fashion trending optionsmediatv httpstcogkudasoz,0.0,0.859,0.141,0.4201
"Deputy Governor of DKI Jakarta, Ahmad Riza Patria, considers moving location, active Citayam Fashion Week, Youth, Sudirman, Citayam, Bogor, Depok, SCBD, the area of ​​Dukuh MRT Station, Central Jakarta, httpstcouuzjgmvxgn",0.0,0.915,0.085,0.4019
"Troops for Citayem Fashion Week, Comedian Plays Comedy Riplion Playslots Free Riplion Police Report is awesome aaaaaaaaa Darari Citayamfasionweek extraordinaryattorneywooep last Friday caught Ferdysambo Laptopdarishopee mynameisnanon scbd citayemfashionweek httpstcovlxcqfhbys",0.0,0.623,0.377,0.926
alunalun cilacap fashion week acfw car free day cfd alunalun cilacap sunday july at local time alunaluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionary scbdancecompany,0.0,0.895,0.105,0.5106
president jokowi comments citayam fashion week scbd jakarta httpst cowqdoaa utm,0.0,1.0,0.0,0.0
kinoy scbd competitiveness roy jeje slebew citayam fashion week httpstcoadacpttx,0.0,1.0,0.0,0.0
RT peeing in the hamlet area said scbd sudirman citayam bojonggede depok then event cfw citayam,0.0,1.0,0.0,0.0
"santorini sun scbd fashion week sexy commodity, imo side, so not ready, do you have the power to manage creative stuttering besides stuttering, acute technology, azis stuttering",0.254,0.574,0.172,-0.2473
"Looking at the scbd fashion week w phenomenon, I contemplate when people build popularity, reputation, appeal, build personal character, don't forget to build character, especially apply God's character in life",0.0,0.845,0.155,0.5812
abbey road fashion week scbd citayam fashion week httpstcocblbimbwe,0.0,1.0,0.0,0.0
woo shik soon scbd fashion week ah ah,0.0,0.693,0.307,0.4767
"podcast talking about youth capital politics scbd lately the term citayam fashion week has gone viral among netizens on social media, there are pros and cons of disturbing people httpstcoeuufkyvckg",0.102,0.898,0.0,-0.5106
"funny, soft bones, arie, fortunately massages hard bones, opens scbd practice, swings, Citayam fashion week, abg presto, yes httpstcoczfqwnkp",0.061,0.696,0.243,0.6369
"the culprit, the vice governor of DKI looking for an alternative for Citayam Fashion Week Hamlet Citayemfashionweek Citayem Dukuhatas SCBD Sudirman Citayamfashionweek Citayam httpstcoxsgealfml",0.0,1.0,0.0,0.0
"scbd is a fashion week event, it's better to say it's a spot for street fashion",0.0,0.818,0.182,0.4404
"The behavior of teenagers at the Dukuh Jakarta MRT station raises a pro and contra attitude towards the nickname of Scbd Youth, Sudirman Citayam Bojonggede, Depok, actively knowing Citayam Fashion Week httpstcotqeuejyq httpstcoczxoudhepq",0.0,0.931,0.069,0.3182
"Citayam fashion week, in the hamlet area of ​​Central Jakarta, Central Jakarta, is increasingly trending with the scbd boy, Sudirman Citayam Bojong, Depok, see the full news httpstcosszukauy newsone cariberitaditvone httpstcovnddyvns",0.0,1.0,0.0,0.0
"news httpstcoqblwdqjd hundred teenagers of the sudirman Citayam Bojonggede Depok community scbd Saturday night the Citayam Fashion Week title, unfortunately, there is a traffic jam, extortion from liputansctv httpstcoatjrialfkc",0.082,0.918,0.0,-0.34
"Jakarta Deputy Governor Ahmad Riza Patria visited around Lintas Sudirmandukuh, the location of the Citayam Fashion Week for teenagers, Sudirman Citayam, Bojonggede, Depok, SCBD, complete httpstcolzdfgo httpstcoaiiawffcpq",0.0,1.0,0.0,0.0
"Citayam fashion week scbd is a trend that is birthday and the name of the cross lawa is different, not soft httpstcopiprnwvk",0.0,1.0,0.0,0.0
"Come on, aniesbaswedan, the scbd citayam fashion week event is no longer exciting.",0.134,0.671,0.195,0.25
"In the morning, visit Hamlet Jkt, SCBD Citayam Fashion Week, viral, many thanks visit the area of ​​Anies, Ridwan Kamil, Vice President, UE Rombong, thanks to the creativity of social media, active youth in the world, Harajuku, Japan contest, httpstcoaqmysgg",0.0,0.764,0.236,0.8779
"In the morning, visit Scbd Citayam Fashion Week, Hamlet Jakarta, which is viral in the world thanks to the creativity of social media, Hamlet, Harajuku, Japan, which is bustling with Japanese youth fashion week httpstcotfiyort",0.0,0.857,0.143,0.6705
scbd sudirman central busines district scbd around citayam bogor depok citayam fashion week is fun if it's really a child scbd citayam scbd sudirman tacky talkative desperate viral realm already apple to apple budget,0.063,0.847,0.09,0.25
"morning hamlet jakarta scbd citayam fashion week which is viral this time is not dominated by teenagers by wearing quirky clothes, along with mothers who appear, can walk, don't stay httpstcomydzxfeq",0.0,1.0,0.0,0.0
"the sudirman area of ​​scbd is attached to the image of young executives broken with the Citayam fashion week phenomenon, now moving to a pic whose image of a conglomerate is broken again",0.176,0.824,0.0,-0.7351
"podcast talking about youth capital politics, scbd, the end of the term citayam fashion week, viral among the citizens of social media, there are pros and cons of people who disturb the phenomenon httpstcoocipriqh",0.076,0.924,0.0,-0.4019
rt leehl hi scbdfw good morning rate outfitku scbd fashion week httpstcosjutmiceya,0.0,0.791,0.209,0.4404
"the pros and cons of scbd fashion week, yes httpstcoticjobok",0.0,0.769,0.231,0.4019
the people of dki jakarta i'm uncomfortable with the phenomenon of teenagers sudirman citayam bojonggede depok scbd activity Citayam fashion week hamlet area of ​​central jakarta dkijakarta hanging out scbd updatebali httpstcowvbzdhhgd httpstcoebhjbmoy,0.075,0.925,0.0,-0.3818
rt trendusara mas tum agusyudhoyono fashion week invites sbyudhoyono with mas gub aniesbaswedan scbd dapse cc in om,0.0,1.0,0.0,0.0
rt ninosanada mas tum agusyudhoyono fashion week invites sbyudhoyono with mas gub aniesbaswedan scbd scbdfasionweek,0.0,1.0,0.0,0.0
scbdfw good morning rate outfitku scbd fashion week httpstcosjutmiceya,0.0,0.734,0.266,0.4404
rt maman scbd sudirman presidential candidate bojong gede depok fashion week httpst cosuooo not yet,0.0,1.0,0.0,0.0
wdyt sucks scbd see fashion week httpstcowqqnhdm,0.294,0.706,0.0,-0.3612
"jokowi's main message, the phenomenon of Citayam Fashion Week, Teenagers, SCBD Jakarta, httpstcodczsbdkkj",0.0,1.0,0.0,0.0
"tomorrow monday, brothers and sisters forget to go to school httpstcobsficipy",0.16,0.84,0.0,-0.2263
"Let's be honest, those who Citayam Fashion Week, SCBD appreciates the menparkeraf, supports those who are active in reading the Koran, aji, appreciates the expulsion of those who menpark, the special detachment httpstcocvyxwrj",0.0,0.603,0.397,0.9501
"rt liputandotcom deputy governor ahmad riza patria dki jakarta provincial government principles try to find solutions, both young and old",0.0,0.918,0.082,0.1779
"the dark side of the citayam fashion week crisis, the role of parents of the country, scbd, potentialyouth, is hijacked httpstcovjiumyx",0.17,0.83,0.0,-0.6249
"the trend of scbd fashion week, yes, the haters who maintain a tacky fashion sense are not comfortable wearing clothes, let them express",0.214,0.688,0.098,-0.4943
"Citayam fashion week disbanded before the night of scbd teenagers, only sweet stories left httpstcozoepicw httpstcozdnrizuel stories",0.0,0.842,0.158,0.4588
"remi bonge cs news about moving citayam fashion week pik in because scbd is already very crowded like ambassadors hanging out cs, socializing friends, goodweekend",0.0,0.796,0.204,0.7076
make a viral logo jeje slebew citayam fashion week scbd sisableng funny funny video wake up chills twitter logodesign httpstcojbgahtsv,0.0,0.746,0.254,0.7003
"Deputy Governor Ahmad Riza Patria, the principle of DKI Jakarta Provincial Government, try to find a good solution for young people in SCBD httpstcovppigpwmev",0.0,0.802,0.198,0.6369
"txtdaribandung pulls out the Citayam Fashion Week phenomenon, people just think it's tacky Jamet who doesn't do fashion shows in the Sudirman area, SCBD, which sticks to the image of young executives, is broken, so it's funny",0.075,0.848,0.077,0.0202
"viral, the characteristic of using the scbd child, if the influencer or artist joins there, the luxury brand clothes disappear, the characteristics of the Citayem fashion week, if you join, adjust the characteristics of the child httpstcofvjnrhur",0.049,0.895,0.056,0.0772
"children of scbd citayam fashion week are aware of changing the location of njop selling value of tax objects, changing in the government structure, police adding personnel who are tasked with market potential, hurry up and dtwb tourist destinations",0.0,0.941,0.059,0.34
rt antarnews scbd citayem fashion week httpstcoxbulhvq,0.0,1.0,0.0,0.0
It's strange that the governor's country pays attention to scbd fashion week httpstcodafjaiedwd,0.13,0.87,0.0,-0.2023
da'wah on the street color citayam fashion week scbd httpst cofrf love,0.0,0.724,0.276,0.6369
da'wah on the street color citayam fashion week scbd httpstcofnmvqmxpe httpstcowbemhthr,0.0,1.0,0.0,0.0
Assalamualaikum gub Aniesbaswedan dkijakarta satpolpp dki please clean up the scbd cfw area sudirman citayam bojong gede depok citayam fashion week soft-bones creature gay gay lesbian drug trafficking fast httpstcoaindpfoojg,0.0,0.848,0.152,0.6124
rt mediamonitor citayam fashion week disbanded ahead of the night of scbd youth story httpstcoosldohsfg,0.0,1.0,0.0,0.0
Citayam fashion week disbanded towards the night of scbd youth story httpstcoosldohsfg,0.0,1.0,0.0,0.0
"President Joko Widodo responds to the phenomenon of teenagers, Sudirman Citayam Bojong Gede, Depok, Scbd, often holds the Citayam Fashion Week event in the Hamlet of Sudirman, Jakarta, Jokowi, President of Jokowi, Citayamfashionweek, SCBD, Sudirman, Jakarta, httpstcoozyrxptt",0.0,1.0,0.0,0.0
achyanf ismailhasannst bang list of artists who fomo scbd fashion week so that we netizens get to know each other,0.0,1.0,0.0,0.0
"rt catchmeupid beb don't you feel that since the Citayem fashion week phenomenon, Ms. Scbd, the terminology has shifted.",0.0,1.0,0.0,0.0
"scbd citayam fashion week is restless, rich is also trying ex",0.143,0.612,0.245,0.3612
rt fessthai ftd chi pas scbd citayem fashion week httpstcotgjqibag,0.0,1.0,0.0,0.0
"if you're already there, someone said that it's okay to be creative in scbd fashion week normalization event, I'm thinking httpstcoqlodpzmzw",0.0,0.798,0.202,0.5859
"scbd trend sudirman citayam bojong depok inspiration for teenagers Citayam fashion week in the hamlet area of ​​Jakarta, the center of the flood, visited the jabodetabek area httpstcoqtdxmvppz",0.0,0.888,0.112,0.5267
"jokowi raises his voice, hooks Citayam fashion week, prohibits creativity, hmmm, how about jokowi read the full story httpstcormbomgrbxh latest news media news breakingnews jokowi scbd citayamfashionweek fashionweek Indonesian creativity",0.0,0.843,0.157,0.6369
monchantik scbd fashion week ya,0.0,1.0,0.0,0.0
seraimai citayam fashion week hamlet complete httpstcohpcizxgbns dukuhatas citayamfashionweek citayam scbd,0.0,1.0,0.0,0.0
"Deputy Governor of DKI Jakarta, Ahmad Riza Patria, directly visited Citayam Fashion Week CFW, immediately densely packed with masses of scbd trends in the Hamlet area of ​​Central Jakarta, Saturday night July httpstcokyruvynim",0.0,1.0,0.0,0.0
These stubborn stains support Citayam Fashion Week skksksksk my feeling is already bad when scbd is busy,0.265,0.556,0.179,-0.4588
jokowi bluntly Citayam fashion week creative khan bans httpst covxspzung president jokowi citayamfashionweek dukuhatas scbd pemkotjakpus jakartacenter lensindonesiacom,0.0,0.854,0.146,0.4404
"jisundae gyuriousss depok, then scbd fashion week sidoarjo amp cah depok boy",0.0,1.0,0.0,0.0
mas tum agusyudhoyono fashion week invites sbyudhoyono with mas gub aniesbaswedan scbd scbdfasionweek httpstcowgbkmvbnmi,0.0,1.0,0.0,0.0
"Divhumas POLRI help officials disband Citayam Fashion Week Scbd Duku Duku Seconds the hour is busy, traffic jams are called, sponsors the permit-free event, Ivan Gunawan, etc. Lipu Host Trans TV",0.0,0.917,0.083,0.4019
rara sunday night scbd sudirman citayam fashion week coal getting using the truck capacity httpstcouiusroo,0.0,1.0,0.0,0.0
pariaman mayor genius umar stays trend young wife citayam fashion week sudirman area central business district scbd citayamfashionweek httpstcobojuxzjux,0.0,1.0,0.0,0.0
afrkml scbd see fashion week wkwk,0.0,1.0,0.0,0.0
sudirman street scbd citayem fashion week eh was offered free chicken noodles to a cool young man who saluted business success httpstcomfmzsykkg,0.0,0.659,0.341,0.8519
"sidewalks, the power of the capital, the road is jammed, sudirman fashion week, scbd hamlet, dense gas, thin, goters, friends, need help hurry on httpstcopnewtb",0.0,0.799,0.201,0.7003
lippo village karawaci tangerang fashion week model kg so it doesn't get jammed plaza semanggi scbd tangerang bycycle after the rain comes the rainbow jakarta indonesia httpstcodgzlnokv,0.0,1.0,0.0,0.0
roughneck exclaims campaign we are local heroes citayam fashion week campaign shows appreciation for scbd roughneck httpstcophznqihplf,0.0,0.694,0.306,0.765
finished sudirman scbd moved to hamlet HBs moved to Ratu Plaza Senayan Bulunganmelawai finished Kemangdemikian chronology of socialmovement Citayam fashion week,0.0,1.0,0.0,0.0
citayem fashion week ride scbd sudirman south jakarta httpstcoyoltaouga,0.0,1.0,0.0,0.0
rt el jusuf citayam fashion week scbd httpstcoybmyqynxo,0.0,1.0,0.0,0.0
deputy governor of dki ahmad riza patria abg scbd often holds Citayam fashion week zebra cross catwalk coilnews httpstcopdgfkrrcch,0.0,1.0,0.0,0.0
rt people think arie is lucky to comment on the phenomenon of citayam fashion week teen bones soft scbd httpstcoclrhfmdvcd,0.0,0.872,0.128,0.4215
the viral scbd fashion week alvnptr,0.0,1.0,0.0,0.0
"Artist Elly Sugigi supports the expression of the model for the Citayam Fashion Week show in the Sudirman area, Citayam Bojong Gede, Depok, SCBD, Hamlet, Central Jakarta, httpstcorepcxqd",0.0,0.915,0.085,0.3612
httpstcocplynwbwbs citayam fashion week gera street fashion for young people in the sudirman area central business district scbd stretcher jokowi's japanese-style harajuku concept httpstcoaxglvb,0.0,1.0,0.0,0.0
scbd citayem fashion week httpstcoxbulhvq,0.0,1.0,0.0,0.0
nctzenbase really sorry nder sorry like roy scbd citayem fashion week,0.233,0.585,0.183,0.0808
I'm really tired of fashion week scbd wearing a girl outfit with a pink and yellow cake,0.186,0.814,0.0,-0.4927
tretanmuslim org citayam make scbd crowds now change to scbd people make fashion week citayem sono,0.0,1.0,0.0,0.0
"president joko widodo jokowi spoke about the phenomenon of teenagers, eccentric fashion teenagers gathered at the mrt hamlet station, jakarta nicknamed scbd youth, sudirman citayam bojonggede depok httpstcoxfqhlzbifo httpstcojjehgxu",0.0,1.0,0.0,0.0
"photo of citayam fashion week, oiya gaess, the phenomenon of scbd & cfw, da'wah field, asatidz & young friends, hijrah da'wah on the street, free hijab, after the roadshow in Central Sulawesi, let me stop by cfwslebeeeww httpstcoddhzruqd",0.053,0.793,0.154,0.6369
askrlfess huftt pdhl ak lbii likes citayem fashion week sieee scbd httpstcoqafbmv,0.0,0.797,0.203,0.4215
rt postwarta httpstcosklzmwtew,0.0,1.0,0.0,0.0
"three citayem fashion week, there is a teenage scbd area that hangs out there, not a citayam child, what's the name of former bonge",0.0,1.0,0.0,0.0
Citayam fashion week scbd ya mbul wkwk httpstcogtjwukrh,0.0,1.0,0.0,0.0
citayem fashion week citayemfashionweek citayem scbd fashion httpstcoaplylmpezl,0.0,1.0,0.0,0.0
httpstcosklzmwtew,0.0,1.0,0.0,0.0
scbd citayam fashion week httpstcovkfwxdg,0.0,1.0,0.0,0.0
Ashesattracts after watching SCBD Fashion Week,0.0,1.0,0.0,0.0
avril lavigne here complicated mv just reminds me of citayam citayam fashion week in scbd lmao httpstcoyzsveavbva,0.0,0.804,0.196,0.5994
"bokeh markipul, let's take a look at the Citayam Fashion Week phenomenon, an outfit competition event for young people who hang out in the scbd area, at 18:00 WIB",0.0,1.0,0.0,0.0
"the Citayem fashion week phenomenon, kak jeje kak bonge, influences young people from the scbd area in droves to show their skills in the fashion world ordered by dki jakarta environmental service dki httpstcoujptanjb",0.0,1.0,0.0,0.0
documentation of citayam fashion week reporter asshireen fiqiakhmaadf citayamfashionweek sudirman scbd bnidukuhatas slebew citayemogahdiem citayam jeje bonge dates roy httpstcoypngnyjgf httpstcoqoafnggjy,0.0,1.0,0.0,0.0
"Arjuna Kulon Railsemar Anies Baswedan Ridwankamil Anisbaswedan The name Citayam Fashion Week is like Jalan Sudirman, SCBD Jakarta",0.0,0.872,0.128,0.3612
imc mushroom si diarrhea picnic scbd fashion week citayam,0.0,1.0,0.0,0.0
holy half me scbd ya citayam fashion week,0.0,1.0,0.0,0.0
rt hantiww min txtdarisukabumi see dago geura is already like scbd fashion week kadi degem hungkul anu using ootd,0.0,0.878,0.122,0.3612
"RT, my creative self, supports the positive key, doesn't violate the law, Citayam Fashion Week, SCBD, believes in Jokowi httpst",0.0,0.579,0.421,0.8917
"scbdcitayem fashion week changed the children of jaksel fashion show it's no longer fun for the children of citayem to move, pik asked wkwkwkwk",0.08,0.8,0.12,0.2732
regulate president governor abuse of authority already knows the way to be fashion support president governor president governor support wrong state losses by the king of yunan httpstcobjihtexgiz,0.258,0.568,0.173,-0.6486
rt tfjakarta scbd fashion week plan to move pik confused pik transportation see content dtkj,0.141,0.859,0.0,-0.3182
the hamlet area is busy saying scbd sudirman citayam bojonggede depok then the cfw citayam fashion week event is a cool term to call the name of an area full of young people expressive fashion styles haradukuh httpstcobxpalqypot,0.0,0.94,0.06,0.3182
scbd sukabumi cibadak fashion week httpstcoutmtwxlpx,0.0,1.0,0.0,0.0
ftd chi pas scbd citayem fashion week httpstcotgjqibag,0.0,1.0,0.0,0.0
"Min, txt, from Sukabumi, I saw that Dago Geura was already like scbd fashion week, so he hungkul and so on with ootd",0.0,0.894,0.106,0.3612
"actually Citayam fashion week scbd semarang is a city for young people, fashion trends, not icons that go viral, just jeje bonge roy",0.0,1.0,0.0,0.0
paula verhoeven baim rp million money bonge official Citayam fashion week event httpstcozxrwmcar gtvnews paulaverhoeven baimpaula bonge citayamfashionweek sudirman dukuhatas jakarta scbd httpstcolepjuejh,0.0,1.0,0.0,0.0
"I feel sorry for bonge cs gusur who is a professional model youtuber who joined the famed numoang Citayen fashion week in the scbd area, yes, class can ride famous",0.043,0.867,0.09,0.34
ken scbd see fashion week,0.0,1.0,0.0,0.0
"scbd citayem fashion week reflection of the era of street culture, which way to create, breakdance, skateboard, kongkow, etc",0.0,0.896,0.104,0.2732
scbd kids fashion week bonga cs dbs make fun comics cake story group of teenagers who broke the world of fashion branded sparkling influencer & celebrity capital style hype social media dominance wew,0.073,0.735,0.192,0.5423
rt pchaeyoungc sunday let's go to scbd citayam fashion week brodi httpstcocwzpotq,0.0,1.0,0.0,0.0
chinnarats lupitanyongo helmet bull field fashion week donk scbd legesss,0.0,1.0,0.0,0.0
citayam fashion week scbd httpstcoybmyqynxo,0.0,1.0,0.0,0.0
"following the trend of scbd in the Citayem fashion week, rarely motorbikes or cars wkwkw httpstcorejebjwjgg",0.0,1.0,0.0,0.0
More,0.0,1.0,0.0,0.0
"the phenomenon of scbd citayam fashion week, the phenomenon of subculture, the form of enjoyment of indie musicians' music due to the influence of the culture of the creation of kbfm addicts httpstcomawoqozo",0.0,0.845,0.155,0.6908
alluding to the negative reaction of teenagers scbd citayam fashion week jokowi creatively crowded httpstcoxghmtrco,0.193,0.677,0.13,-0.296
scbd fashion week scbdfashionweek equity tower httpstcodghajvtwzd,0.0,1.0,0.0,0.0
rt halal megawati who is trending among young people fashion week scbd yukk aah young democrats are busy yu,0.0,1.0,0.0,0.0
watch scbd fashion week ah,0.0,1.0,0.0,0.0
scbd fashion week equity tower httpstcorjtooamw,0.0,1.0,0.0,0.0
Stay Chika Jessica Rina Nose Crowded Citayam Fashion Week SCBD httpstcohjyfxnvgm,0.0,1.0,0.0,0.0
"I'm curious about Jakarta's invasion of scbd satellite city children, where are the real Jakarta children?",0.0,0.867,0.133,0.3182
President Joko Widodo appreciates the Citayam Fashion Week Scbd phenomenon forbids httpstcougorzayqxj,0.147,0.641,0.212,0.25
miss fancy steals attention scbd fashion week shows fashion show httpstcotoqxwiozo,0.353,0.647,0.0,-0.5994
"yuizeyu fashion is suitable for hijab-wearing people, just borrow your sister's hoodie, if you don't love it, it's not my business, Nadine appears in scbd fashion week for a cool teenager httpstcondlmdmednz",0.097,0.837,0.066,-0.2658
creativity supports positive keys not breaking the law Citayam fashion week scbd believes in Jokowi httpstcoalimdaux,0.0,0.599,0.401,0.8271
miss fancy steals attention from scbd fashion week shows fashion show httpstcojjrrezwwb,0.329,0.671,0.0,-0.5994
president responds to the phenomenon of citayam fashion week youth scbd httpstconltkjfnmo,0.0,1.0,0.0,0.0
kuy ready bo purwokerto hot hail earthquake semarang jogja solo brondong sange tante vcs avail nikita scbd citayem fashion week,0.0,0.826,0.174,0.4215
Jokowi responds to the green light for the Citayam Fashion Week phenomenon httpstcoykksbzj citayamfashionweek jokowi scbd,0.0,1.0,0.0,0.0
President Jokowi Supports Citayam Fashion Week President Jokowi Jokowi Supports the Citayam Fashion Week phenomenon to hold a zebra cross area SCBD Jakarta httpstcojkwrgoiqd newsgood timesindonesia information resilience,0.0,0.833,0.167,0.6124
president jokowi fully supports scbd fashion week httpstcoeizjfqqlqv,0.0,0.715,0.285,0.4201
rt ridesnewsdotco police watch out for citayam fashion week bogor httpstcostdfdt citayam fashion week fashion week,0.0,1.0,0.0,0.0
police watch out for citayam fashion week bogor httpstcostdfdt citayam fashion week fashion week bogor scbd,0.0,1.0,0.0,0.0
rt deludedogs anjeng gk twitter wibu stupid facebook fried scbd fashion week using lgbt issues because there is no bus,0.237,0.763,0.0,-0.6808
"selling coffee around, knowing starling toriman, admits that the day of rp thousand is crowded with Citayam fashion week httpstconyalhzhvd",0.0,0.896,0.104,0.296
Anjeng doesn't twitter wibu is stupid. Facebook is fried.,0.298,0.702,0.0,-0.5267
"selling coffee around, knowing starling toriman, admits that the day of rp thousand is crowded with Citayam fashion week httpstcombrerjpb",0.0,0.896,0.104,0.296
